Samd5	NM_001108901	1	-	4269125	4333486	4270805	4333198	2	4269125,4332739,	4270868,4333486,
Stxbp5	NM_030843	1	-	4428181	4579373	4428319	4579023	27	4428181,4430152,4434880,4436531,4437024,4438219,4445380,4457096,4466636,4468700,4468767,4474843,4475459,4481106,4481378,4481665,4485520,4486756,4498641,4508112,4510062,4514018,4515391,4530621,4531946,4577552,4578870,	4428361,4430373,4434992,4436697,4437394,4438459,4445431,4457162,4466788,4468717,4468800,4475022,4475680,4481147,4481446,4481813,4485593,4486911,4498720,4508236,4510146,4514082,4515526,4530722,4532028,4577650,4579373,
Stxbp5	NM_178346	1	-	4428319	4579023	4428319	4579023	26	4428319,4430152,4434880,4436531,4437024,4438219,4457096,4466636,4468700,4468767,4474843,4475459,4481106,4481378,4481665,4485520,4486756,4498641,4508112,4510062,4514018,4515391,4530621,4531946,4577552,4578870,	4428361,4430373,4434992,4436697,4437394,4438459,4457162,4466788,4468717,4468800,4475022,4475680,4481147,4481446,4481813,4485593,4486911,4498720,4508236,4510146,4514082,4515526,4530722,4532028,4577650,4579023,
Stxbp5	NM_178345	1	-	4428319	4579023	4428319	4579023	29	4428319,4430152,4434880,4436531,4437024,4438219,4445380,4452472,4452623,4457096,4466636,4468700,4468767,4474843,4475459,4481106,4481378,4481665,4485520,4486756,4498641,4508112,4510062,4514018,4515391,4530621,4531946,4577552,4578870,	4428361,4430373,4434992,4436697,4437394,4438459,4445431,4452520,4452683,4457162,4466788,4468717,4468800,4475022,4475680,4481147,4481446,4481813,4485593,4486911,4498720,4508236,4510146,4514082,4515526,4530722,4532028,4577650,4579023,
Rab32	NM_001108902	1	-	5203907	5218416	5205161	5218273	3	5203907,5209653,5218029,	5205311,5209931,5218416,
Grm1	NM_001114330	1	-	5318616	5744590	5330228	5742872	10	5318616,5330204,5351305,5367198,5375506,5380906,5417295,5615098,5742172,5744535,	5322394,5330289,5352236,5367325,5375675,5381153,5417531,5615348,5743190,5744590,
Grm1	NM_017011	1	-	5318616	5744590	5321454	5742872	9	5318616,5351305,5367198,5375506,5380906,5417295,5615098,5742172,5744535,	5322394,5352236,5367325,5375675,5381153,5417531,5615348,5743190,5744590,
Shprh	NM_001107470	1	+	5846061	5922176	5848348	5920472	31	5846061,5848310,5852006,5854120,5856537,5857562,5859015,5860205,5861756,5863892,5865085,5867245,5867511,5869113,5871402,5876068,5878881,5881118,5882339,5883178,5883636,5884669,5885636,5886895,5888379,5899153,5913571,5914298,5915004,5919246,5920375,	5846218,5848963,5852136,5854336,5856616,5857713,5859124,5860459,5862434,5864144,5865164,5867409,5867768,5869242,5871455,5876157,5878974,5881226,5882482,5883352,5883699,5884895,5885780,5886997,5888451,5899342,5913664,5914385,5915183,5919327,5922176,
Fbxo30	NM_001007690	1	+	5975206	5991214	5982688	5990406	3	5975206,5982672,5990202,	5975361,5984713,5991214,
Utrn	NM_013070	1	-	7099845	7614980	7100096	7606878	75	7099845,7103564,7109127,7110706,7113491,7114078,7120508,7121604,7121873,7127575,7141275,7144331,7146935,7151315,7161380,7169130,7170968,7181023,7184575,7187934,7193165,7213791,7246974,7259223,7348826,7370247,7372435,7376513,7378898,7381634,7385568,7387341,7390799,7392022,7394598,7396197,7400576,7401383,7403600,7404015,7405640,7411439,7414034,7415650,7416885,7418117,7419816,7422357,7423164,7425443,7430076,7430989,7442570,7444680,7447293,7448039,7453233,7454906,7459679,7461510,7462282,7466732,7467987,7469512,7470718,7472817,7477515,7478659,7481136,7483911,7484347,7485296,7498202,7606799,7614881,	7100105,7103587,7109220,7110815,7113732,7114237,7120574,7121670,7121912,7127712,7141387,7144498,7147093,7151401,7161582,7169205,7171030,7181084,7184654,7188081,7193434,7213921,7247131,7259396,7349016,7370402,7372641,7376631,7379104,7381710,7385718,7387477,7390975,7392173,7394771,7396383,7400714,7401518,7403771,7404144,7405820,7411610,7414190,7415824,7417014,7418279,7419966,7422492,7423344,7425614,7430232,7431103,7442783,7444826,7447474,7448281,7453321,7455030,7459849,7461690,7462390,7466834,7468107,7469663,7470900,7473021,7477676,7478775,7481309,7484004,7484425,7485389,7498264,7606967,7614980,
Stx11	NM_001025638	1	-	7683756	7685378	7684771	7685205	1	7683756,	7685378,
Sf3b5	NM_001126092	1	+	7746648	7747361	7746793	7747054	1	7746648,	7747361,
Plagl1	NM_012760	1	+	7882673	7922504	7915515	7919312	8	7882673,7883568,7896480,7902957,7906927,7915313,7917712,7921724,	7882828,7883605,7896517,7902985,7907015,7915667,7921082,7922504,
Ltv1	NM_001014157	1	-	7956275	7968999	7956560	7968981	11	7956275,7956864,7957394,7957731,7958656,7959638,7960216,7962636,7966754,7968105,7968978,	7956671,7957065,7957447,7957871,7958784,7959885,7960355,7962724,7966925,7968237,7968999,
Phactr2	NM_214458	1	-	7988526	8102667	7988585	8102660	12	7988526,7997315,8004413,8006059,8011981,8018094,8019696,8026031,8034260,8038949,8068138,8102614,	7988601,7997392,8004551,8006121,8012037,8018251,8019899,8026578,8034419,8039030,8068306,8102667,
Fuca2	NM_001004218	1	+	8289579	8304369	8289668	8304236	7	8289579,8291593,8295339,8296499,8297054,8302714,8304095,	8289868,8291781,8295679,8296710,8297245,8302823,8304369,
Pex3	NM_031350	1	-	8316118	8357955	8316849	8357872	12	8316118,8319665,8329384,8330519,8338239,8339316,8339470,8339769,8341284,8346639,8351341,8357799,	8316933,8319762,8329507,8330590,8338405,8339371,8339537,8339894,8341328,8346721,8351473,8357955,
Deadc1	NM_001115028	1	+	8358163	8372650	8358245	8372650	4	8358163,8361897,8370890,8372543,	8358341,8362002,8371041,8372650,
Aig1	NM_001134425	1	-	8456586	8688694	8457204	8688668	6	8456586,8463533,8508919,8623935,8649794,8688527,	8457242,8463697,8509035,8624037,8649950,8688694,
Hivep2	NM_024137	1	+	8783015	9032351	9010233	9030700	8	8783015,9009037,9009845,9016291,9020505,9023110,9023941,9029875,	8783249,9009084,9015393,9016446,9020681,9023212,9024837,9032351,
Vta1	NM_001025640	1	-	9512290	9560020	9512640	9559950	7	9512290,9516664,9521560,9528683,9538117,9538872,9559917,	9512786,9516751,9521737,9528792,9538193,9539000,9560020,
Gje1	NM_001197092	1	-	9565844	9567558	9565844	9567558	3	9565844,9566648,9567519,	9566240,9566831,9567558,
Nmbr	NM_012799	1	+	9614247	9627257	9614378	9626978	2	9614247,9626573,	9614803,9627257,
Cited2	NM_053698	1	+	12721499	12723943	12722208	12723018	2	12721499,12722200,	12721725,12723943,
Txlnb	NM_001135859	1	+	12814808	12857077	12821948	12855260	9	12814808,12821948,12828233,12837171,12839395,12844255,12850114,12853169,12854477,	12814951,12822044,12828404,12837366,12839530,12844330,12850207,12853265,12857077,
Heca	NM_001107514	1	-	12933860	12947642	12937339	12947529	3	12933860,12940133,12946601,	12937504,12940288,12947642,
LOC685045	NM_001099647	1	-	13063557	13073748	13063929	13069447	3	13063557,13069386,13073693,	13064114,13069453,13073748,
Reps1	NM_001106264	1	+	13106940	13185314	13106962	13181351	20	13106940,13147237,13150438,13150737,13151353,13151978,13152401,13153508,13162370,13166087,13173052,13174126,13175776,13178958,13180094,13181333,13182479,13182921,13183779,13185048,	13107115,13147361,13150635,13150891,13151478,13152141,13152465,13153663,13162492,13166168,13173140,13174228,13175849,13179077,13180204,13181478,13182575,13183070,13183885,13185314,
Ccdc28a	NM_001037789	1	-	13269164	13284200	13269662	13282290	6	13269164,13271907,13275413,13279801,13282132,13284099,	13269717,13271930,13275568,13279965,13282333,13284200,
Hebp2	NM_001107515	1	-	13628657	13635958	13630795	13635653	5	13628657,13630455,13634105,13634986,13635557,	13629676,13630994,13634286,13635122,13635958,
Perp	NM_001106265	1	+	13976355	13988802	13976459	13987617	3	13976355,13985319,13987390,	13976673,13985460,13988802,
Olig3	NM_001106269	1	+	14568461	14570533	14568530	14569352	2	14568461,14569835,	14569824,14570533,
Ifngr1	NM_053783	1	+	14846368	14864804	14846440	14864417	7	14846368,14850942,14854949,14858279,14860863,14862900,14863865,	14846525,14851057,14855113,14858446,14861050,14863025,14864804,
Il22ra2	NM_001003404	1	+	14877587	14890943	14877618	14889159	5	14877587,14879916,14882431,14887950,14889009,	14877673,14880052,14882610,14888120,14890943,
Il20ra	NM_001107521	1	+	14965654	15009954	14965704	15009571	7	14965654,14989326,14996700,14998086,14999399,15004944,15008809,	14965801,14989462,14996879,14998262,14999541,15005084,15009954,
Slc35d3	NM_001107522	1	-	15086253	15089726	15087153	15089281	2	15086253,15088842,	15087977,15089726,
Pex7	NM_001034147	1	-	15099264	15163734	15099664	15163685	10	15099264,15118114,15133293,15136961,15138229,15145469,15146170,15160089,15161722,15163570,	15099733,15118214,15133349,15137075,15138336,15145578,15146248,15160240,15161780,15163734,
Map7	NM_001198638	1	+	15419522	15553251	15419522	15551647	16	15419522,15505776,15508912,15520228,15521382,15536542,15541490,15541872,15544033,15544829,15545137,15545585,15545918,15547861,15549851,15551636,	15419558,15505875,15508990,15520392,15521500,15536667,15541600,15542135,15544238,15545004,15545239,15545636,15545976,15547961,15550072,15553251,
Map7	NM_001106270	1	+	15440768	15553258	15440939	15551647	18	15440768,15505776,15508912,15520228,15521382,15525595,15529466,15536542,15541490,15541872,15544033,15544829,15545137,15545585,15545918,15547861,15549851,15551636,	15441072,15505875,15508990,15520392,15521500,15525706,15529580,15536667,15541600,15542153,15544238,15545004,15545239,15545636,15545976,15547961,15550072,15553258,
Bclaf1	NM_001047852	1	+	15605219	15632005	15614688	15631797	13	15605219,15611089,15614678,15615615,15617710,15618515,15620647,15621951,15624713,15626025,15627125,15631444,15631791,	15605338,15611193,15614792,15616527,15618376,15618685,15620753,15622036,15624889,15626206,15627272,15631657,15632005,
Pde7b	NM_080894	1	-	15701132	15929617	15701443	15929617	11	15701132,15708830,15713437,15714641,15721790,15753410,15756047,15758783,15760839,15762726,15929553,	15701658,15708911,15713534,15714786,15721882,15753542,15756148,15758879,15760903,15762878,15929617,
Ahi1	NM_001002277	1	+	16332800	16454052	16332800	16454052	22	16332800,16335623,16336227,16338067,16338477,16342076,16343570,16344774,16347917,16349639,16351349,16355370,16357316,16358796,16369515,16375812,16387334,16414366,16431135,16434371,16449176,16453949,	16333114,16335793,16336447,16338260,16338573,16342262,16343723,16344907,16348041,16349869,16351456,16355489,16357447,16358937,16369715,16375839,16387455,16414422,16431298,16434469,16449232,16454052,
Hbs1l	NM_001011934	1	+	16668211	16736914	16668211	16736343	16	16668211,16671113,16698475,16703210,16703883,16706439,16708525,16710100,16712153,16712748,16715069,16718565,16718809,16733336,16735642,16736331,	16668327,16671308,16698575,16703476,16704049,16706557,16708672,16710175,16712271,16712817,16715174,16718656,16718918,16733437,16735787,16736914,
Aldh8a1	NM_001191088	1	+	16750782	16769899	16750817	16769899	7	16750782,16753986,16755436,16756795,16762369,16766183,16769451,	16750955,16754134,16755592,16756945,16762626,16766350,16769899,
Ptprk	NM_001029902	1	-	17328576	17752200	17328576	17752125	12	17328576,17332277,17341918,17344735,17346673,17352368,17452402,17481963,17500428,17502418,17566348,17752025,	17328613,17332551,17342024,17344937,17346783,17352671,17452696,17482138,17500544,17502500,17566622,17752200,
Arhgap18	NM_001170575	1	-	18967839	19116233	18968055	19116160	15	18967839,18968698,18979161,18999932,19001763,19008316,19009969,19011783,19016519,19018855,19027570,19034209,19038856,19042663,19116047,	18968147,18968760,18979286,19000073,19001970,19008399,19010129,19011861,19016611,19019021,19027749,19034273,19039092,19042863,19116233,
Samd3	NM_001172116	1	-	19574941	19606546	19574941	19606546	6	19574941,19580538,19581524,19601715,19605655,19606467,	19575109,19580623,19581710,19601817,19605845,19606546,
Tmem200a	NM_001109135	1	+	19783812	19869008	19865859	19867317	2	19783812,19865843,	19784739,19869008,
LOC686032	NM_001195606	1	+	20302436	20339165	20302506	20338879	2	20302436,20338799,	20302633,20339165,
Akap7	NM_001001801	1	+	20573214	20704564	20573214	20704564	8	20573214,20582113,20589281,20600573,20603938,20628060,20650413,20704367,	20573233,20582245,20589436,20600710,20604099,20628173,20650561,20704564,
Arg1	NM_017134	1	+	20998893	21011273	20998968	21010885	8	20998893,21003809,21005813,21008031,21009512,21010044,21010336,21010715,	20999025,21003882,21005988,21008191,21009607,21010149,21010473,21011273,
Enpp3	NM_019370	1	+	21087401	21159924	21087457	21159836	25	21087401,21091684,21097797,21098968,21102913,21110825,21118660,21119621,21120214,21122507,21124035,21129949,21131050,21131530,21133739,21136909,21138056,21141643,21143069,21145066,21154405,21155272,21156169,21157939,21159665,	21087535,21091763,21097920,21099094,21102974,21110923,21118740,21119741,21120324,21122573,21124108,21130058,21131179,21131562,21133867,21136976,21138144,21141822,21143121,21145221,21154541,21155350,21156302,21158096,21159924,
Enpp1	NM_053535	1	+	21223677	21287411	21223677	21287411	25	21223677,21253679,21255009,21256286,21257654,21260192,21262278,21262501,21263244,21265047,21265438,21268098,21269567,21271680,21272387,21273604,21274568,21275467,21276657,21278165,21279783,21281094,21281960,21283843,21287240,	21223863,21253752,21255126,21256412,21257715,21260290,21262358,21262621,21263354,21265113,21265511,21268207,21269699,21271712,21272515,21273674,21274656,21275634,21276709,21278320,21279913,21281175,21282093,21284006,21287411,
Ctgf	NM_022266	1	-	21327099	21330215	21328166	21329991	5	21327099,21328842,21329184,21329621,21329931,	21328463,21329054,21329436,21329844,21330215,
Stx7	NM_021869	1	-	21721896	21762024	21723092	21756234	10	21721896,21725831,21728104,21729626,21730344,21732508,21733517,21735432,21756149,21761993,	21723185,21725914,21728177,21729723,21730397,21732646,21733611,21735502,21756299,21762024,
Taar9	NM_175602	1	+	21799725	21800742	21799725	21800742	1	21799725,	21800742,
Taar8c	NM_175600	1	+	21814633	21815668	21814633	21815668	1	21814633,	21815668,
Taar8b	NM_175601	1	+	21829912	21830947	21829912	21830947	1	21829912,	21830947,
Taar8a	NM_175599	1	-	21857800	21858925	21857800	21858925	1	21857800,	21858925,
Taar7h	NM_175587	1	-	21898530	21899607	21898530	21899607	1	21898530,	21899607,
Taar7g	NM_175588	1	-	21912397	21913474	21912397	21913474	1	21912397,	21913474,
Taar7e	NM_175590	1	-	21926751	21927828	21926751	21927828	1	21926751,	21927828,
Taar7d	NM_175591	1	-	21934360	21935437	21934360	21935437	1	21934360,	21935437,
Taar7c	NM_001009975	1	-	21955552	21956629	21955552	21956629	1	21955552,	21956629,
Taar7b	NM_175586	1	-	21967018	21968095	21967018	21968095	1	21967018,	21968095,
Taar7a	NM_175585	1	+	21977117	21978194	21977117	21978194	1	21977117,	21978194,
Taar6	NM_175584	1	+	21984657	21985695	21984657	21985695	1	21984657,	21985695,
Taar5	NM_001009650	1	-	21996991	21998005	21996991	21998005	1	21996991,	21998005,
Taar4	NM_175583	1	-	22008117	22009161	22008117	22009161	1	22008117,	22009161,
Taar3	NM_001009532	1	-	22018605	22019634	22018605	22019634	1	22018605,	22019634,
Taar2	NM_001008512	1	-	22027911	22031881	22027911	22031881	2	22027911,22031857,	22028907,22031881,
Taar1	NM_134328	1	-	22045363	22046362	22045363	22046362	1	22045363,	22046362,
Vnn1	NM_001025623	1	-	22087290	22097592	22087972	22097462	7	22087290,22089272,22091679,22092937,22093968,22095046,22097246,	22088149,22089443,22092038,22093229,22094161,22095177,22097592,
Vnn3	NM_001109136	1	-	22121743	22134006	22121876	22133889	7	22121743,22123864,22125066,22126603,22129205,22133446,22133676,	22122005,22124038,22125437,22126895,22129398,22133577,22134006,
Rps12	NM_031709	1	+	22265325	22267482	22265557	22267458	6	22265325,22265520,22265693,22266557,22266887,22267395,	22265406,22265571,22265810,22266660,22266989,22267482,
Tcf21	NM_001032397	1	+	23211053	23213905	23211278	23213446	2	23211053,23213356,	23211728,23213905,
Tbpl1	NM_001127201	1	+	23295514	23320298	23313713	23319853	7	23295514,23313669,23316023,23316244,23317671,23317868,23319773,	23295723,23313848,23316106,23316308,23317775,23317963,23320298,
Slc2a12	NM_001107451	1	-	23321410	23376407	23323487	23376232	5	23321410,23332266,23336349,23355708,23376117,	23323641,23332399,23336472,23357049,23376407,
Sgk1	NM_019232	1	-	23501257	23506697	23502339	23506637	12	23501257,23502916,23503109,23503814,23504389,23504791,23505174,23505417,23505600,23505875,23506336,23506561,	23502507,23503006,23503265,23503910,23504513,23504904,23505306,23505501,23505705,23505951,23506412,23506697,
Sgk1	NM_001193569	1	-	23501257	23509096	23502339	23508968	12	23501257,23502916,23503109,23503814,23504389,23504791,23505174,23505417,23505600,23505875,23506336,23508934,	23502507,23503006,23503265,23503910,23504513,23504904,23505306,23505501,23505705,23505951,23506412,23509096,
Sgk1	NM_001193568	1	-	23501257	23507436	23502339	23507330	12	23501257,23502916,23503109,23503814,23504389,23504791,23505174,23505417,23505600,23505875,23506336,23507212,	23502507,23503006,23503265,23503910,23504513,23504904,23505306,23505501,23505705,23505951,23506412,23507436,
Clvs2	NM_001108459	1	+	24279840	24309821	24281328	24308566	3	24279840,24281207,24308244,	24280327,24281717,24309821,
Trdn	NM_021666	1	-	24514751	24977515	24516929	24977515	39	24514751,24515136,24519982,24521808,24523855,24542380,24544182,24545254,24545936,24550299,24555256,24557654,24558060,24560275,24563010,24563466,24563911,24564348,24611000,24631403,24644558,24656138,24656289,24660009,24660852,24669255,24671767,24745663,24746688,24770076,24848871,24854913,24858441,24861509,24872849,24905501,24906620,24925736,24977493,	24515120,24517069,24520021,24521844,24523894,24542404,24544227,24545293,24545963,24550344,24555304,24557702,24558087,24560305,24563040,24563496,24563941,24564375,24611045,24631451,24644585,24656165,24656322,24660027,24660882,24669285,24671821,24745723,24746751,24770148,24848931,24855096,24858501,24861572,24872909,24905534,24906782,24925946,24977515,
Rnf217	NM_001106204	1	+	26630932	26723874	26631246	26723113	6	26630932,26694449,26707988,26719070,26721889,26723039,	26631354,26694683,26708153,26719272,26721961,26723874,
Tpd52l1	NM_001044295	1	+	26788963	26951930	26789066	26949497	8	26788963,26919012,26926115,26938762,26945026,26947657,26949491,26951310,	26789085,26919128,26926264,26938864,26945065,26947718,26949508,26951930,
Hddc2	NM_001108460	1	-	26955258	26975139	26955564	26975101	6	26955258,26958879,26968026,26971976,26973873,26975032,	26955662,26959018,26968095,26972079,26973995,26975139,
Hey2	NM_130417	1	+	27505116	27515204	27505181	27513868	5	27505116,27507164,27507365,27510266,27513176,	27505264,27507243,27507449,27510348,27515204,
Trmt11	NM_198051	1	+	27737887	27793205	27737930	27793074	12	27737887,27746518,27748968,27749138,27749482,27750758,27763136,27766477,27768195,27768381,27777351,27792933,	27738003,27746594,27749050,27749219,27749617,27750915,27763217,27766642,27768268,27768513,27777472,27793205,
Cenpw	NM_001246319	1	+	28268280	28273219	28268394	28271993	3	28268280,28270603,28271966,	28268514,28270717,28273219,
Rspo3	NM_001100990	1	+	29072170	29156096	29072266	29156017	5	29072170,29101532,29103375,29108419,29155820,	29072363,29101724,29103522,29108617,29156096,
Rnf146	NM_001012060	1	+	29255137	29265731	29258624	29265067	3	29255137,29258522,29264007,	29255180,29258632,29265731,
Echdc1	NM_001007734	1	-	29266332	29296530	29267157	29294578	6	29266332,29277694,29280112,29282792,29294364,29296392,	29267566,29277775,29280165,29282935,29294580,29296530,
LOC292199	NM_001144859	1	-	29411089	29425792	29413059	29420007	6	29411089,29415091,29417867,29418048,29419833,29425595,	29413197,29416271,29417947,29418390,29420078,29425792,
Lrrc14b	NM_001109333	1	+	29724870	29729042	29724870	29728000	2	29724870,29727354,	29725757,29729042,
Ccdc127	NM_198766	1	-	29732941	29739285	29733340	29737288	3	29732941,29737167,29739199,	29733979,29737298,29739285,
Sdha	NM_130428	1	+	29739358	29764329	29739399	29764064	15	29739358,29743818,29745135,29748901,29749374,29751030,29754240,29755547,29756411,29757604,29760623,29761322,29761622,29763214,29763977,	29739462,29743881,29745297,29749045,29749539,29751179,29754365,29755716,29756607,29757776,29760742,29761434,29761753,29763328,29764329,
Pdcd6	NM_001107452	1	+	29769910	29785577	29770032	29784744	6	29769910,29770760,29775022,29776912,29781222,29784645,	29770133,29770822,29775067,29777071,29781332,29785577,
Ahrr	NM_001024285	1	+	29797024	29894912	29805876	29892403	11	29797024,29805868,29811763,29838534,29873910,29877592,29879697,29885682,29890325,29890619,29891394,	29797095,29805941,29811945,29838632,29874000,29877722,29879831,29885879,29890387,29890758,29894912,
Exoc3	NM_001024964	1	+	29897535	29928281	29899082	29928199	13	29897535,29899065,29905072,29910985,29914225,29915104,29918257,29919900,29920300,29922274,29926293,29927068,29928027,	29897563,29899256,29905292,29911667,29914343,29915230,29918358,29920011,29920451,29922397,29926455,29927196,29928281,
Slc9a3	NM_012654	1	-	29930907	29973686	29933481	29973598	17	29930907,29934683,29935319,29936159,29936405,29936794,29937439,29938678,29939897,29940079,29940662,29941229,29942279,29943019,29945439,29946777,29973396,	29933485,29934933,29935427,29936232,29936582,29936924,29937555,29938808,29939968,29940169,29940865,29941450,29942457,29943098,29945600,29947080,29973686,
Tppp	NM_001108461	1	-	30067685	30087564	30067968	30078075	4	30067685,30068465,30077767,30087489,	30068163,30068619,30078079,30087564,
Zdhhc11	NM_001039342	1	-	30102540	30133646	30103423	30133622	10	30102540,30103421,30109780,30112335,30118284,30120353,30122452,30123276,30132008,30133613,	30102889,30103514,30109827,30112448,30118440,30120478,30122554,30123455,30132245,30133646,
Brd9	NM_001107453	1	-	30136721	30165207	30137231	30165124	16	30136721,30140426,30144392,30145346,30147914,30149500,30152111,30153813,30156573,30158704,30159455,30162152,30162654,30163995,30164326,30165072,	30137332,30140594,30144495,30145385,30148026,30149633,30152207,30153889,30156706,30158820,30159566,30162297,30162715,30164104,30164541,30165207,
Trip13	NM_001011930	1	+	30165329	30210271	30165440	30183537	14	30165329,30166505,30168802,30171675,30172264,30173981,30176237,30177081,30177419,30178917,30181263,30182210,30183441,30209919,	30165532,30166671,30168932,30171731,30172355,30174054,30176301,30177168,30177526,30179071,30181376,30182280,30183573,30210271,
Nkd2	NM_001107454	1	+	30252092	30278932	30252278	30276472	10	30252092,30252408,30252688,30270518,30271686,30272328,30273091,30274109,30274645,30275888,	30252303,30252435,30252792,30270579,30271808,30272424,30273236,30274194,30274773,30278932,
Slc12a7	NM_001013144	1	-	30280803	30334185	30282506	30334137	24	30280803,30283773,30287458,30289880,30292367,30292605,30293197,30297824,30298757,30299501,30300128,30300631,30301488,30302327,30302877,30303256,30303977,30305380,30306859,30307645,30308932,30312396,30312939,30334013,	30282598,30283907,30287637,30289988,30292499,30292775,30293393,30297993,30298862,30299621,30300227,30300750,30301663,30302385,30302976,30303424,30304189,30305622,30306990,30307700,30309079,30312519,30313034,30334185,
Slc6a19	NM_001039722	1	+	30393330	30412098	30393373	30411623	12	30393330,30399949,30401249,30403233,30403519,30403962,30406876,30407146,30408641,30408963,30411090,30411419,	30393575,30400090,30401387,30403415,30403630,30404075,30407005,30407303,30408846,30409123,30411253,30412098,
Slc6a18	NM_017163	1	+	30415233	30429059	30415263	30428600	12	30415233,30417215,30417565,30418456,30420299,30421502,30423141,30425070,30426087,30426692,30427061,30428408,	30415420,30417356,30417703,30418638,30420410,30421615,30423270,30425227,30426292,30426852,30427224,30429059,
Tert	NM_053423	1	-	30445179	30465942	30445179	30465942	16	30445179,30445737,30446061,30447278,30447741,30449572,30451196,30451531,30453682,30454494,30456161,30457006,30457801,30458979,30464298,30465723,	30445283,30445875,30446186,30447340,30447868,30449761,30451268,30451645,30453768,30454596,30456320,30457186,30457982,30459175,30465622,30465942,
Clptm1l	NM_001108240	1	-	30474671	30490655	30475168	30490460	17	30474671,30476604,30477338,30477467,30478281,30478793,30479609,30480122,30481037,30482219,30482973,30483422,30485724,30486869,30488312,30489668,30490298,	30475253,30476720,30477383,30477523,30478316,30478876,30479660,30480188,30481141,30482304,30483068,30483540,30485803,30487018,30488502,30489769,30490655,
Slc6a3	NM_012694	1	-	30516567	30557540	30516604	30555871	15	30516567,30520825,30521859,30523304,30525177,30525827,30527146,30531509,30532970,30535614,30536697,30548239,30553384,30555585,30557495,	30516628,30520897,30522027,30523405,30525277,30525956,30527259,30531634,30533074,30535749,30536836,30548471,30553516,30555914,30557540,
Lpcat1	NM_001100735	1	-	30573253	30624147	30575119	30624010	14	30573253,30575686,30578283,30578663,30579418,30583693,30585979,30587291,30589227,30592016,30593240,30599488,30606365,30623875,	30575304,30575828,30578382,30578817,30579544,30583776,30586034,30587326,30589286,30592077,30593353,30599703,30606508,30624147,
Ppp1r14c	NM_133425	1	+	34004771	34118093	34005375	34116420	4	34004771,34073243,34075411,34116345,	34005678,34073327,34075444,34118093,
Iyd	NM_001025000	1	+	34244639	34259649	34244648	34259136	5	34244639,34250554,34251917,34256892,34258953,	34244814,34250746,34252077,34257049,34259649,
Plekhg1	NM_001190999	1	+	34591854	34677812	34591854	34677565	15	34591854,34616936,34630870,34643276,34647493,34651205,34653288,34653561,34653761,34659232,34659755,34661649,34663903,34668261,34676513,	34592262,34617037,34630940,34643323,34647644,34651337,34653471,34653657,34653848,34659266,34659839,34661688,34663926,34669897,34677812,
